"time" "k1_ipm" "k2_ipm" "h1_average" "h2_average"
549060 6.56447098477291e-11 6.4090114150626e-11 -9.7292465 -9.8383918
549120 6.56963927091017e-11 6.41423580820505e-11 -9.7294954 -9.8385402
549180 6.57481195165194e-11 6.41946564929311e-11 -9.7297441 -9.8386884
549240 6.57998902852925e-11 6.42469888985175e-11 -9.7299926 -9.8388365
549300 6.55872590850834e-11 6.40030448624536e-11 -9.7302408 -9.8389845
549360 6.56389471089573e-11 6.42034898685647e-11 -9.7304889 -9.8391324
549420 6.56906602895734e-11 6.42558237986011e-11 -9.7307368 -9.8392802
549480 6.57423797291005e-11 6.41596943589843e-11 -9.7309844 -9.8394278
549540 6.57941429697497e-11 6.42120058072748e-11 -9.7312319 -9.8395753
549600 6.55804797726112e-11 6.41155909315824e-11 -9.7314792 -9.8397226
549660 6.56321593092576e-11 6.40189775595897e-11 -9.7317262 -9.8398699
549720 6.56838449040565e-11 6.407116810847e-11 -9.7319731 -9.840017
549780 6.54694382514455e-11 6.41234025121695e-11 -9.7322197 -9.840164
549840 6.57873660732412e-11 6.41756807774154e-11 -9.7324662 -9.8403109
549900 6.58392017359201e-11 6.42280029099585e-11 -9.7327124 -9.8404576
549960 6.56243156696744e-11 6.41308693328574e-11 -9.7329585 -9.8406042
550020 6.5676028696428e-11 6.40335255368865e-11 -9.7332043 -9.8407507
550080 6.54605992359618e-11 6.40857145595673e-11 -9.73345 -9.8408971
550140 6.55121889698621e-11 6.41379575815779e-11 -9.7336954 -9.8410434
550200 6.58314105977633e-11 6.41902546597617e-11 -9.7339407 -9.8411895
550260 6.56154609414006e-11 6.40924855228637e-11 -9.7341857 -9.8413355
550320 6.56671811033733e-11 6.41447371826422e-11 -9.7344305 -9.8414814
550380 6.57189257475037e-11 6.41970428377031e-11 -9.7346752 -9.8416271
550440 6.55022619722729e-11 6.4098914724989e-11 -9.7349196 -9.8417727
550500 6.555388202067e-11 6.4000574432883e-11 -9.7351639 -9.8419182
550560 6.56055453913736e-11 6.40527444236478e-11 -9.7354079 -9.8420636
550620 6.56572711777344e-11 6.41049682079044e-11 -9.7356517 -9.8422089
550680 6.57090212610481e-11 6.41572458411281e-11 -9.7358954 -9.842354
550740 6.54913031673809e-11 6.40584751145335e-11 -9.7361388 -9.842499
550800 6.55429275339089e-11 6.41106954382301e-11 -9.736382 -9.8426439
550860 6.55945951067331e-11 6.41629485391127e-11 -9.7366251 -9.8427887
550920 6.56463250499768e-11 6.40637938231214e-11 -9.7368679 -9.8429334
550980 6.56980790994248e-11 6.41160204458990e-11 -9.7371106 -9.8430779
551040 6.54793007666964e-11 6.40165816659205e-11 -9.737353 -9.8432223
551100 6.55309088087632e-11 6.40687709449461e-11 -9.7375952 -9.8433666
551160 6.55825406809729e-11 6.41210138206143e-11 -9.7378373 -9.8435107
551220 6.56342539781984e-11 6.41732787280025e-11 -9.7380791 -9.8436548
551280 6.56860103837487e-11 6.40733933473113e-11 -9.7383208 -9.8437987
551340 6.54661468599724e-11 6.39733239524926e-11 -9.7385622 -9.8439425
551400 6.55177560208228e-11 6.41779430147316e-11 -9.7388035 -9.8440861
551460 6.55694273495373e-11 6.4077700570823e-11 -9.7390445 -9.8442297
551520 6.56211416505302e-11 6.39772417895606e-11 -9.7392854 -9.8443731
551580 6.56728796065934e-11 6.41822276721693e-11 -9.739526 -9.8445164
551640 6.54519633383122e-11 6.40816161321638e-11 -9.7397665 -9.8446596
551700 6.55035914705255e-11 6.39807875180904e-11 -9.7400068 -9.8448027
551760 6.55552430995759e-11 6.40329515652011e-11 -9.7402468 -9.8449456
551820 6.56069568807632e-11 6.40851476850508e-11 -9.7404867 -9.8450884
551880 6.5658713515647e-11 6.41373864544147e-11 -9.7407264 -9.8452311
551940 6.54366998618774e-11 6.4036114697069e-11 -9.7409658 -9.8453737
552000 6.54883068156783e-11 6.4088334885366e-11 -9.7412051 -9.8455162
552060 6.55399564111744e-11 6.4140597690905e-11 -9.7414442 -9.8456585
552120 6.55916681009711e-11 6.40389420063409e-11 -9.7416831 -9.8458007
552180 6.56434225142415e-11 6.40911431519148e-11 -9.7419218 -9.8459428
552240 6.54203054197554e-11 6.39892065650537e-11 -9.7421603 -9.8460848
552300 6.5471889436696e-11 6.40413776054672e-11 -9.7423986 -9.8462266
552360 6.55235353836321e-11 6.40936017148351e-11 -9.7426367 -9.8463684
552420 6.55752043349227e-11 6.39913105608572e-11 -9.7428746 -9.84651
552480 6.53511724070759e-11 6.38887883615214e-11 -9.7431123 -9.8466515
552540 6.54027283340144e-11 6.4095686523627e-11 -9.7433498 -9.8467929
552600 6.57305052174114e-11 6.43029007378732e-11 -9.7435871 -9.8469341
552660 6.5505986839654e-11 6.40451799321355e-11 -9.7438243 -9.8470753
552720 6.52810747723675e-11 6.37869850915714e-11 -9.7440612 -9.8472163
552780 6.56094149846834e-11 6.39943257777188e-11 -9.7442979 -9.8473572
552840 6.56612025146905e-11 6.42019509948565e-11 -9.7445345 -9.847498
552900 6.54357623284834e-11 6.40986913972781e-11 -9.7447708 -9.8476386
552960 6.54873766714939e-11 6.39952418429271e-11 -9.745007 -9.8477792
553020 6.52613254214743e-11 6.38916019687039e-11 -9.745243 -9.8479196
553080 6.53128442669273e-11 6.39436994243475e-11 -9.7454787 -9.8480599
553140 6.56425516530466e-11 6.41519261703738e-11 -9.7457143 -9.8482001
553200 6.54159887025379e-11 6.40480199678768e-11 -9.7459497 -9.8483401
553260 6.54676142418514e-11 6.39438901951937e-11 -9.7461849 -9.8484801
553320 6.55192818745931e-11 6.39960276516538e-11 -9.7464199 -9.8486199
553380 6.52919857842966e-11 6.38916097875905e-11 -9.7466547 -9.8487596
553440 6.56228028111676e-11 6.41004169976318e-11 -9.7468893 -9.8488992
553500 6.56746166720666e-11 6.41526797124547e-11 -9.7471237 -9.8490387
553560 6.54467658253227e-11 6.40480146353953e-11 -9.7473579 -9.849178
553620 6.52184958678161e-11 6.39431353152817e-11 -9.747592 -9.8493173
553680 6.52699349048825e-11 6.38380414417194e-11 -9.7478258 -9.8494564
553740 6.56018047398188e-11 6.40474513617902e-11 -9.7480595 -9.8495954
553800 6.53730369776808e-11 6.40996662547815e-11 -9.7482929 -9.8497343
553860 6.54246408165497e-11 6.39943230278579e-11 -9.7485262 -9.8498731
553920 6.54763063175781e-11 6.40465143257527e-11 -9.7487593 -9.8500117
553980 6.52467775666755e-11 6.3940846613521e-11 -9.7489922 -9.8501502
554040 6.55797429643468e-11 6.39929593193174e-11 -9.7492249 -9.8502887
554100 6.56315140568435e-11 6.40451242258043e-11 -9.7494574 -9.850427
554160 6.54014242680696e-11 6.39390872690012e-11 -9.7496897 -9.8505651
554220 6.51709510454863e-11 6.38328335481608e-11 -9.7499218 -9.8507032
554280 6.522244192403e-11 6.38848751037729e-11 -9.7501537 -9.8508412
554340 6.55565257026653e-11 6.40956212482112e-11 -9.7503855 -9.850979
554400 6.53254885971931e-11 6.39891034708027e-11 -9.750617 -9.8511167
554460 6.53770841771573e-11 6.40412683571194e-11 -9.7508484 -9.8512543
554520 6.54287212949233e-11 6.39344444311075e-11 -9.7510796 -9.8513918
554580 6.54803598615494e-11 6.39865838523822e-11 -9.7513106 -9.8515292
554640 6.55320599236286e-11 6.41980647215859e-11 -9.7515414 -9.8516664
554700 6.52999289561998e-11 6.39315554934371e-11 -9.751772 -9.8518035
554760 6.5351507941053e-11 6.38241276875979e-11 -9.7520024 -9.8519406
554820 6.54031082138e-11 6.40358614355793e-11 -9.7522326 -9.8520775
554880 6.54547498006523e-11 6.4088075771639e-11 -9.7524627 -9.8522143
554940 6.52216421885063e-11 6.38204291062618e-11 -9.7526925 -9.8523509
555000 6.52731817422729e-11 6.38724644046045e-11 -9.7529222 -9.8524875
555060 6.53247625658206e-11 6.39245403822859e-11 -9.7531516 -9.8526239
555120 6.53763846600574e-11 6.39766681086132e-11 -9.7533809 -9.8527602
555180 6.5428027838269e-11 6.40288476289772e-11 -9.75361 -9.8528965
555240 6.5193754488976e-11 6.39204526074064e-11 -9.7538389 -9.8530326
555300 6.52452340219894e-11 6.39725714660808e-11 -9.7540676 -9.8531685
555360 6.55831640860888e-11 6.4024742015911e-11 -9.7542962 -9.8533044
555420 6.53483766912659e-11 6.39159446775614e-11 -9.7545245 -9.8534401
555480 6.51131775685259e-11 6.38069253724483e-11 -9.7547527 -9.8535758
555540 6.54517039343835e-11 6.40202260033285e-11 -9.7549807 -9.8537113
555600 6.55034088896502e-11 6.40724385347737e-11 -9.7552084 -9.8538467
555660 6.52676322783606e-11 6.3801634121222e-11 -9.755436 -9.853982
555720 6.53192124832698e-11 6.40153190067447e-11 -9.7556635 -9.8541172
555780 6.53708336147597e-11 6.40675211340476e-11 -9.7558907 -9.8542522
555840 6.51342908485176e-11 6.37959152716443e-11 -9.7561177 -9.8543872
555900 6.54741986665438e-11 6.40099734192773e-11 -9.7563446 -9.854522
555960 6.55259425869982e-11 6.40621644170428e-11 -9.7565712 -9.8546568
556020 6.52888387705739e-11 6.39520919214862e-11 -9.7567977 -9.8547914
556080 6.50513192695366e-11 6.36793476337824e-11 -9.757024 -9.8549259
556140 6.51027290049963e-11 6.37312843734289e-11 -9.7572501 -9.8550602
556200 6.54437534398854e-11 6.41086858679979e-11 -9.7574761 -9.8551945
556260 6.5495473161145e-11 6.39981115421816e-11 -9.7577018 -9.8553287
556320 6.52572220665105e-11 6.38873117767239e-11 -9.7579273 -9.8554627
556380 6.50185531839584e-11 6.37762974869832e-11 -9.7581527 -9.8555966
556440 6.5360427222806e-11 6.39915558544923e-11 -9.7583779 -9.8557304
556500 6.54121009693217e-11 6.40437321169583e-11 -9.7586029 -9.8558641
556560 6.51728855337126e-11 6.37689168529171e-11 -9.7588277 -9.8559977
556620 6.5224410547457e-11 6.38209062286146e-11 -9.7590524 -9.8561312
556680 6.52759554651035e-11 6.38729578503758e-11 -9.7592768 -9.8562646
556740 6.53275613404627e-11 6.39250604991168e-11 -9.7595011 -9.8563978
556800 6.53792076588847e-11 6.39771915455322e-11 -9.7597251 -9.8565309
556860 6.51387716621808e-11 6.38651844217805e-11 -9.759949 -9.856664
556920 6.51902679054010e-11 6.39172722892725e-11 -9.7601727 -9.8567969
556980 6.52418250205711e-11 6.39693883860512e-11 -9.7603963 -9.8569297
557040 6.52934224562763e-11 6.38569642158926e-11 -9.7606196 -9.8570624
557100 6.53450602102826e-11 6.39090479347222e-11 -9.7608428 -9.8571949
557160 6.510345874475e-11 6.39611825233022e-11 -9.7610658 -9.8573274
557220 6.51549245222284e-11 6.38483623608646e-11 -9.7612886 -9.8574598
557280 6.5206451049819e-11 6.37353012026044e-11 -9.7615112 -9.857592
557340 6.52580177034951e-11 6.39525140635636e-11 -9.7617336 -9.8577241
557400 6.53096244802261e-11 6.40046602776352e-11 -9.7619558 -9.8578561
557460 6.53612713784537e-11 6.38913356530461e-11 -9.7621779 -9.857988
557520 6.54129792100652e-11 6.39434369716358e-11 -9.7623998 -9.8581198
557580 6.51698410628667e-11 6.38297858470527e-11 -9.7626215 -9.8582515
557640 6.52213751822646e-11 6.38818418336213e-11 -9.762843 -9.8583831
557700 6.52729492265631e-11 6.39339483968456e-11 -9.7630644 -9.8585146
557760 6.50289769347636e-11 6.38198849914701e-11 -9.7632855 -9.8586459
557820 6.50804178842623e-11 6.38719227671785e-11 -9.7635065 -9.8587771
557880 6.51319194565524e-11 6.37575422167721e-11 -9.7637273 -9.8589083
557940 6.51834400307401e-11 6.38095451590704e-11 -9.7639479 -9.8590393
558000 6.5235000394607e-11 6.38615870003625e-11 -9.7641683 -9.8591702
558060 6.52866214677220e-11 6.39136446868707e-11 -9.7643886 -9.859301
558120 6.53382614299335e-11 6.39657527001113e-11 -9.7646087 -9.8594317
558180 6.50927141614358e-11 6.38507855385595e-11 -9.7648286 -9.8595623
558240 6.51442195085175e-11 6.3902881134393e-11 -9.7650483 -9.8596927
558300 6.51957435454019e-11 6.37875825127182e-11 -9.7652678 -9.8598231
558360 6.52473071600658e-11 6.38395844795188e-11 -9.7654871 -9.8599533
558420 6.52989524022641e-11 6.38916250166594e-11 -9.7657063 -9.8600835
558480 6.50522326089995e-11 6.37758959831386e-11 -9.7659253 -9.8602135
558540 6.51037000641634e-11 6.38279115898718e-11 -9.7661441 -9.8603434
558600 6.51552279899987e-11 6.38799657217165e-11 -9.7663628 -9.8604732
558660 6.52068164827555e-11 6.39320583623075e-11 -9.7665812 -9.8606029
558720 6.52584234404369e-11 6.39842011263665e-11 -9.7667995 -9.8607325
558780 6.53100487541452e-11 6.38678772234633e-11 -9.7670176 -9.860862
558840 6.50618891106897e-11 6.37513169441614e-11 -9.7672355 -9.8609913
558900 6.51133560746985e-11 6.38033117927431e-11 -9.7674532 -9.8611206
558960 6.51648833941963e-11 6.38553332727937e-11 -9.7676708 -9.8612497
559020 6.49159344290995e-11 6.37383257998772e-11 -9.7678882 -9.8613788
559080 6.52680770698033e-11 6.37903091967076e-11 -9.7681054 -9.8615077
559140 6.53197222443314e-11 6.40116855102565e-11 -9.7683224 -9.8616365
559200 6.50701771247382e-11 6.38944138304154e-11 -9.7685392 -9.8617652
559260 6.5121662483784e-11 6.37769039630166e-11 -9.7687559 -9.8618939
559320 6.51732081429386e-11 6.38289133305353e-11 -9.7689724 -9.8620224
559380 6.5224835465623e-11 6.3880960707867e-11 -9.7691887 -9.8621507
559440 6.49742748040696e-11 6.3763023086213e-11 -9.7694049 -9.862279
559500 6.50256987238965e-11 6.38150312675433e-11 -9.7696208 -9.8624072
559560 6.50771615597924e-11 6.36967651629563e-11 -9.7698366 -9.8625353
559620 6.51286846105743e-11 6.3748710271655e-11 -9.7700522 -9.8626632
559680 6.51802466267947e-11 6.39712832428041e-11 -9.7702676 -9.8627911
559740 6.49284223845479e-11 6.36819963506091e-11 -9.7704829 -9.8629188
559800 6.52834661166331e-11 6.39048075321167e-11 -9.770698 -9.8630464
559860 6.53351663872289e-11 6.39569272835219e-11 -9.7709129 -9.863174
559920 6.50827805151430e-11 6.38379375108257e-11 -9.7711276 -9.8633014
559980 6.5134296533642e-11 6.38900050187585e-11 -9.7713421 -9.8634287
560040 6.48812231555504e-11 6.35992688138214e-11 -9.7715565 -9.8635559
560100 6.49325968778055e-11 6.36511320328516e-11 -9.7717707 -9.863683
560160 6.52891414679734e-11 6.38747389413427e-11 -9.7719847 -9.86381
560220 6.50355244422916e-11 6.37549824842258e-11 -9.7721986 -9.8639369
560280 6.50870140268122e-11 6.38069815582565e-11 -9.7724122 -9.8640636
560340 6.51385421789759e-11 6.38590299105949e-11 -9.7726257 -9.8641903
560400 6.48840734852075e-11 6.37388366661717e-11 -9.772839 -9.8643169
560460 6.49354794567128e-11 6.37908193208613e-11 -9.7730522 -9.8644433
560520 6.52934443964039e-11 6.38428630403562e-11 -9.7732652 -9.8645697
560580 6.53451268455901e-11 6.38949321650152e-11 -9.773478 -9.8646959
560640 6.47828143790954e-11 6.37741968097018e-11 -9.7736906 -9.864822
560700 6.48341309022325e-11 6.36532287468276e-11 -9.773903 -9.8649481
560760 6.51929998397879e-11 6.3705151311855e-11 -9.7741153 -9.865074
560820 6.5244658135115e-11 6.39303639530427e-11 -9.7743274 -9.8651998
560880 6.4988353247798e-11 6.3809107588121e-11 -9.7745393 -9.8653255
560940 6.50398011756685e-11 6.36876294092669e-11 -9.7747511 -9.8654511
561000 6.5091308939019e-11 6.37395825009351e-11 -9.7749626 -9.8655766
561060 6.48341642341351e-11 6.37915605473602e-11 -9.775174 -9.865702
561120 6.51945043353211e-11 6.40175361529421e-11 -9.7753853 -9.8658273
561180 6.52461485708621e-11 6.37215366578950e-11 -9.7755963 -9.8659525
561240 6.49883843707936e-11 6.35992747173976e-11 -9.7758072 -9.8660775
561300 6.50398817354194e-11 6.38255387525674e-11 -9.7760179 -9.8662025
561360 6.47814580689802e-11 6.37030540145038e-11 -9.7762285 -9.8663274
561420 6.48327643102762e-11 6.37550166527777e-11 -9.7764388 -9.8664521
561480 6.51945367956412e-11 6.38070400387891e-11 -9.776649 -9.8665768
561540 6.49354902489896e-11 6.36841196244236e-11 -9.776859 -9.8667013
561600 6.49869753897671e-11 6.37360374634405e-11 -9.7770689 -9.8668258
561660 6.50384766617208e-11 6.37880158763492e-11 -9.7772786 -9.8669501
561720 6.50900158395055e-11 6.38400428610737e-11 -9.7774881 -9.8670744
561780 6.5141592910943e-11 6.37165906509258e-11 -9.7776974 -9.8671985
561840 6.48812567804496e-11 6.37685595733724e-11 -9.7779066 -9.8673225
561900 6.49326843097353e-11 6.38205527483752e-11 -9.7781156 -9.8674464
561960 6.49841715031156e-11 6.36966489074428e-11 -9.7783244 -9.8675703
562020 6.50356525674248e-11 6.37486197602877e-11 -9.778533 -9.867694
562080 6.5087171272037e-11 6.38006269142281e-11 -9.7787415 -9.8678176
562140 6.51387496305674e-11 6.38526703373353e-11 -9.7789498 -9.8679411
562200 6.48769504495888e-11 6.37282175423658e-11 -9.7791579 -9.8680645
562260 6.49283778124446e-11 6.36035130242941e-11 -9.7793659 -9.8681878
562320 6.49798647404036e-11 6.36553769424727e-11 -9.7795737 -9.868311
562380 6.50313892607071e-11 6.38842536769137e-11 -9.7797813 -9.868434
562440 6.50829292581051e-11 6.37592613757442e-11 -9.7799888 -9.868557
562500 6.48198252633979e-11 6.36340284250575e-11 -9.7801961 -9.8686799
562560 6.48712129045232e-11 6.36859282457864e-11 -9.7804032 -9.8688027
562620 6.49226599903198e-11 6.37378516869477e-11 -9.7806101 -9.8689254
562680 6.49741002111765e-11 6.37898353811776e-11 -9.7808169 -9.8690479
562740 6.50255776761378e-11 6.3664059110282e-11 -9.7810235 -9.8691704
562800 6.50771367745664e-11 6.37159939614481e-11 -9.7812299 -9.8692928
562860 6.48125743251666e-11 6.37679522788721e-11 -9.7814362 -9.869415
562920 6.48639574595853e-11 6.38199585443936e-11 -9.7816423 -9.8695372
562980 6.49153999306677e-11 6.36935870684026e-11 -9.7818482 -9.8696592
563040 6.49668573542844e-11 6.37455437546799e-11 -9.782054 -9.8697812
563100 6.5018374152243e-11 6.3618843719688e-11 -9.7822596 -9.869903
563160 6.47525582158652e-11 6.34918754672937e-11 -9.782465 -9.8700248
563220 6.51215862177992e-11 6.39016518806882e-11 -9.7826702 -9.8701464
563280 6.51732145314524e-11 6.39537754820088e-11 -9.7828753 -9.870268
563340 6.49067097993227e-11 6.36473579460293e-11 -9.7830803 -9.8703894
563400 6.4958160090276e-11 6.36992725074237e-11 -9.783285 -9.8705107
563460 6.46909725224239e-11 6.35716537901482e-11 -9.7834896 -9.870632
563520 6.47422439909561e-11 6.36235048498062e-11 -9.783694 -9.8707531
563580 6.51127546314361e-11 6.38552774736806e-11 -9.7838982 -9.8708741
563640 6.48449863904934e-11 6.35473288609781e-11 -9.7841023 -9.8709951
563700 6.48964351584091e-11 6.35991757491736e-11 -9.7843062 -9.8711159
563760 6.49478758648334e-11 6.38313847688866e-11 -9.78451 -9.8712366
563820 6.49993757092493e-11 6.38834364438722e-11 -9.7847136 -9.8713572
563880 6.50509572902807e-11 6.37549143718725e-11 -9.784917 -9.8714778
563940 6.47818509240235e-11 6.36261701294718e-11 -9.7851202 -9.8715982
564000 6.48332291863289e-11 6.3678069637805e-11 -9.7853233 -9.8717185
564060 6.48846665001386e-11 6.37300040381483e-11 -9.7855262 -9.8718387
564120 6.49361404077882e-11 6.3600786951645e-11 -9.7857289 -9.8719588
564180 6.49876508891281e-11 6.36526682389115e-11 -9.7859315 -9.8720788
564240 6.47171991922218e-11 6.37045967773561e-11 -9.7861339 -9.8721988
564300 6.47685273606112e-11 6.35749174624255e-11 -9.7863362 -9.8723186
564360 6.48199595868885e-11 6.36267673557307e-11 -9.7865383 -9.8724383
564420 6.48714057257727e-11 6.3678651842195e-11 -9.7867402 -9.8725579
564480 6.49228430030538e-11 6.37305959513867e-11 -9.7869419 -9.8726774
564540 6.49743392318912e-11 6.37825997664742e-11 -9.7871435 -9.8727968
564600 6.50258717791231e-11 6.36522535440049e-11 -9.7873449 -9.8729161
564660 6.47536722619775e-11 6.35216443669316e-11 -9.7875462 -9.8730353
564720 6.4805065995686e-11 6.3756136579278e-11 -9.7877473 -9.8731544
564780 6.48564732314769e-11 6.38081423595674e-11 -9.7879482 -9.8732735
564840 6.49078938393406e-11 6.36772146893258e-11 -9.788149 -9.8733924
564900 6.49593960482151e-11 6.37291527071506e-11 -9.7883496 -9.8735112
564960 6.46859024429181e-11 6.35978459250888e-11 -9.78855 -9.8736299
565020 6.47372645821984e-11 6.34662870838933e-11 -9.7887503 -9.8737485
565080 6.47886627911052e-11 6.35180665850861e-11 -9.7889504 -9.873867
565140 6.48400742283269e-11 6.37536081657973e-11 -9.7891503 -9.8739854
565200 6.48915444696868e-11 6.38055930096506e-11 -9.7893501 -9.8741037
565260 6.49430507114154e-11 6.36736095432493e-11 -9.7895497 -9.8742219
565320 6.49945700044712e-11 6.37255632412066e-11 -9.7897491 -9.87434
565380 6.4719283073893e-11 6.35932228218897e-11 -9.7899484 -9.874458
565440 6.47706377729003e-11 6.36451069379205e-11 -9.7901475 -9.874576
565500 6.48220052790511e-11 6.3697037682012e-11 -9.7903465 -9.8746938
565560 6.48734313689854e-11 6.35642226353465e-11 -9.7905453 -9.8748115
565620 6.49249391198612e-11 6.36160704692464e-11 -9.7907439 -9.8749291
565680 6.46483415293296e-11 6.34828707936491e-11 -9.7909424 -9.8750466
565740 6.46996603902545e-11 6.37198800814356e-11 -9.7911407 -9.875164
565800 6.50797001739697e-11 6.395723788125e-11 -9.7913388 -9.8752813
565860 6.48024278148895e-11 6.36383283016209e-11 -9.7915368 -9.8753986
565920 6.45246459682921e-11 6.33188727378239e-11 -9.7917346 -9.8755157
565980 6.49053143717668e-11 6.35563823624002e-11 -9.7919323 -9.8756327
566040 6.4956857128893e-11 6.3794215877973e-11 -9.7921298 -9.8757496
566100 6.46784434194811e-11 6.36601049196026e-11 -9.7923271 -9.8758665
566160 6.47297722462511e-11 6.35257494617357e-11 -9.7925243 -9.8759832
566220 6.47811594827400e-11 6.3577580822295e-11 -9.7927213 -9.8760998
566280 6.48326052130952e-11 6.38160421537785e-11 -9.7929181 -9.8762163
566340 6.48840863239428e-11 6.36813435702337e-11 -9.7931148 -9.8763328
566400 6.46042986934209e-11 6.33594854615533e-11 -9.7933114 -9.8764491
566460 6.46555874671485e-11 6.35982244513573e-11 -9.7935077 -9.8765653
566520 6.50387649858412e-11 6.38373016337534e-11 -9.7937039 -9.8766815
566580 6.47583400302533e-11 6.35146536410391e-11 -9.7939 -9.8767975
566640 6.48097574608571e-11 6.37539884735694e-11 -9.7940958 -9.8769135
566700 6.48611867055652e-11 6.38060105347267e-11 -9.7942916 -9.8770293
566760 6.45797887904383e-11 6.34824300698235e-11 -9.7944871 -9.8771451
566820 6.46310937356332e-11 6.35342119942962e-11 -9.7946825 -9.8772607
566880 6.46824569710185e-11 6.35860267858383e-11 -9.7948778 -9.8773763
566940 6.47338319242716e-11 6.34496095676133e-11 -9.7950728 -9.8774917
567000 6.47852184565763e-11 6.35013752567612e-11 -9.7952678 -9.8776071
567060 6.48366398302037e-11 6.37417717713741e-11 -9.7954625 -9.8777223
567120 6.48880960195171e-11 6.37937697595998e-11 -9.7956571 -9.8778375
567180 6.46048935659501e-11 6.34680147511080e-11 -9.7958516 -9.8779526
567240 6.46562473446462e-11 6.35197702341808e-11 -9.7960459 -9.8780676
567300 6.50428851441412e-11 6.37607853593157e-11 -9.79624 -9.8781824
567360 6.47589890103745e-11 6.36234697856833e-11 -9.7964339 -9.8782972
567420 6.44745949364693e-11 6.34858779068557e-11 -9.7966278 -9.8784119
567480 6.48618693796248e-11 6.35376610678105e-11 -9.7968214 -9.8785265
567540 6.49134204537902e-11 6.37793090366048e-11 -9.7970149 -9.878641
567600 6.46284000517733e-11 6.36413767696268e-11 -9.7972082 -9.8787554
567660 6.4679706117766e-11 6.35031801030332e-11 -9.7974014 -9.8788697
567720 6.47310701390203e-11 6.35549769623682e-11 -9.7975944 -9.8789839
567780 6.4782539412215e-11 6.3606806058939e-11 -9.7977873 -9.879098
567840 6.44963660009776e-11 6.34680986591463e-11 -9.7979799 -9.879212
567900 6.45475889456282e-11 6.35198760102816e-11 -9.7981725 -9.8793259
567960 6.49370599799905e-11 6.37625914458602e-11 -9.7983649 -9.8794397
568020 6.46501847778356e-11 6.36235401556977e-11 -9.7985571 -9.8795534
568080 6.47015577528303e-11 6.34842356144602e-11 -9.7987492 -9.879667
568140 6.47529413113184e-11 6.35360378901829e-11 -9.7989411 -9.8797806
568200 6.48043828019916e-11 6.37794018969942e-11 -9.7991328 -9.879894
568260 6.48558823064338e-11 6.36397383785199e-11 -9.7993244 -9.8800074
568320 6.45675629845327e-11 6.34998073680379e-11 -9.7995158 -9.8801206
568380 6.46188372417667e-11 6.35516204635368e-11 -9.7997071 -9.8802337
568440 6.46701929983879e-11 6.34113230586608e-11 -9.7998983 -9.8803468
568500 6.47216066402353e-11 6.36553685197546e-11 -9.8000892 -9.8804598
568560 6.47730543993515e-11 6.37072902234345e-11 -9.80028 -9.8805726
568620 6.44833544729482e-11 6.33740045969132e-11 -9.8004707 -9.8806854
568680 6.45345992330951e-11 6.34257152044821e-11 -9.8006612 -9.8807981
568740 6.49276020558577e-11 6.3670397960597e-11 -9.8008515 -9.8809107
568800 6.46372141170335e-11 6.3529231012633e-11 -9.8010417 -9.8810231
568860 6.46885842497148e-11 6.35810626476024e-11 -9.8012317 -9.8811355
568920 6.47399881994812e-11 6.36329257587093e-11 -9.8014216 -9.8812478
568980 6.44486618781046e-11 6.34912494122944e-11 -9.8016113 -9.88136
569040 6.44999088996687e-11 6.35430440782417e-11 -9.8018009 -9.8814721
569100 6.48945229375272e-11 6.3594896685104e-11 -9.8019903 -9.8815841
569160 6.49460861119837e-11 6.36467939723388e-11 -9.8021796 -9.8816961
569220 6.46537799248058e-11 6.36987225902248e-11 -9.8023686 -9.8818079
569280 6.43609610723737e-11 6.33619721131929e-11 -9.8025576 -9.8819196
569340 6.4412102565278e-11 6.34136728788756e-11 -9.8027464 -9.8820313
569400 6.48080490613876e-11 6.36600838638863e-11 -9.802935 -9.8821428
569460 6.48596036141297e-11 6.35171809145728e-11 -9.8031235 -9.8822543
569520 6.45659195472107e-11 6.35690015067497e-11 -9.8033118 -9.8823656
569580 6.46172668367514e-11 6.36208530872094e-11 -9.8035 -9.8824769
569640 6.46686475562093e-11 6.34774338507676e-11 -9.803688 -9.882588
569700 6.43739650810044e-11 6.33337537051126e-11 -9.8038759 -9.8826991
569760 6.47715091371569e-11 6.35810669484187e-11 -9.8040636 -9.8828101
569820 6.48229899298897e-11 6.36329230330683e-11 -9.8042511 -9.882921
569880 6.45275815252397e-11 6.34888700364621e-11 -9.8044385 -9.8830318
569940 6.45788774131329e-11 6.35406816623971e-11 -9.8046258 -9.8831425
570000 6.46302306677638e-11 6.35925240020342e-11 -9.8048129 -9.8832531
570060 6.46816170728117e-11 6.36443969969977e-11 -9.8049998 -9.8833636
570120 6.4385009516138e-11 6.33031404325258e-11 -9.8051866 -9.883474
570180 6.44362097282881e-11 6.33547944196145e-11 -9.8053732 -9.8835844
570240 6.48360480619955e-11 6.38003078953989e-11 -9.8055597 -9.8836946
570300 6.45387332537252e-11 6.34582071262881e-11 -9.805746 -9.8838048
570360 6.4590032215018e-11 6.3509992831788e-11 -9.8059322 -9.8839148
570420 6.46414127926673e-11 6.35618224753365e-11 -9.8061182 -9.8840248
570480 6.46928507463668e-11 6.34161244705805e-11 -9.8063041 -9.8841346
570540 6.47442972153687e-11 6.36655728208393e-11 -9.8064898 -9.8842444
570600 6.44455291133496e-11 6.35196129923724e-11 -9.8066754 -9.8843541
