"time" "k1_ipm" "k2_ipm" "h1_average" "h2_average"
135660 9.23711596838417e-10 8.55125848150746e-10 -2.8064537 -2.9171093
135720 9.22960470163071e-10 8.5428807140909e-10 -2.8076474 -2.9183687
135780 9.22210105784455e-10 8.53709874971364e-10 -2.8088411 -2.919628
135840 9.21460222023796e-10 8.5300288463299e-10 -2.8100348 -2.9208873
135900 9.20429363640524e-10 8.52167422458277e-10 -2.8112285 -2.9221466
135960 9.1996329506274e-10 8.51591010995723e-10 -2.8124221 -2.9234059
136020 9.19216248075347e-10 8.50756928483119e-10 -2.8136157 -2.9246651
136080 9.18188370118145e-10 8.49923839252978e-10 -2.8148093 -2.9259244
136140 9.17724141629535e-10 8.49478453047275e-10 -2.8160029 -2.9271836
136200 9.16979080616191e-10 8.48775663724461e-10 -2.8171964 -2.9284428
136260 9.16234216805783e-10 8.47944802128963e-10 -2.8183899 -2.929702
136320 9.15490383974078e-10 8.47243433241621e-10 -2.8195834 -2.9309612
136380 9.14466705345274e-10 8.46414007184555e-10 -2.8207769 -2.9322203
136440 9.13724516122866e-10 8.45713937521253e-10 -2.8219704 -2.9334795
136500 9.13263390132183e-10 8.45143138932031e-10 -2.8231638 -2.9347386
136560 9.1252228049711e-10 8.44444582488813e-10 -2.8243572 -2.9359977
136620 9.11502162947644e-10 8.43618234086893e-10 -2.8255506 -2.9372568
136680 9.10762963759994e-10 8.42921086157497e-10 -2.826744 -2.9385159
136740 9.10024234220402e-10 8.42224665841966e-10 -2.8279373 -2.939775
136800 9.09286248871863e-10 8.41400535318733e-10 -2.8291307 -2.9410341
136860 9.08828474143831e-10 8.40961674835851e-10 -2.830324 -2.9422931
136920 9.07812506262052e-10 8.40139061982243e-10 -2.8315173 -2.9435521
136980 9.0707674675805e-10 8.39317190326534e-10 -2.8327105 -2.9448111
137040 9.06620499834323e-10 8.38752163906132e-10 -2.8339038 -2.9460701
137100 9.05606627409765e-10 8.37931985713977e-10 -2.835097 -2.9473291
137160 9.04872539913129e-10 8.37368152218644e-10 -2.8362902 -2.9485881
137220 9.04139190216477e-10 8.36677168242382e-10 -2.8374834 -2.949847
137280 9.03406848918975e-10 8.35859116822253e-10 -2.8386765 -2.951106
137340 9.02675513845443e-10 8.35169289682659e-10 -2.8398697 -2.9523649
137400 9.01944640821945e-10 8.3448017954365e-10 -2.8410628 -2.9536238
137460 9.01214229807552e-10 8.33791900074808e-10 -2.8422559 -2.9548827
137520 9.0020689393761e-10 8.32976814988015e-10 -2.8434489 -2.9561415
137580 8.9975614335408e-10 8.32289800652373e-10 -2.844642 -2.9574004
137640 8.99027925130508e-10 8.31730772362458e-10 -2.845835 -2.9586592
137700 8.98023194851397e-10 8.30917909224911e-10 -2.847028 -2.9599181
137760 8.97573943385733e-10 8.30233029920799e-10 -2.848221 -2.9611769
137820 8.96847371394496e-10 8.2967593558049e-10 -2.8494139 -2.9624357
137880 8.96121794680275e-10 8.28992294607696e-10 -2.8506069 -2.9636944
137940 8.95396943275677e-10 8.28182303765699e-10 -2.8517998 -2.9649532
138000 8.94672816092146e-10 8.27499916004996e-10 -2.8529927 -2.966212
138060 8.9394967917185e-10 8.26945046840819e-10 -2.8541856 -2.9674707
138120 8.92950455967784e-10 8.26137370427114e-10 -2.8553784 -2.9687294
138180 8.92228366204674e-10 8.25330415614676e-10 -2.8565713 -2.9699881
138240 8.91783261847663e-10 8.24777413858126e-10 -2.8577641 -2.9712468
138300 8.91062739896643e-10 8.24098319819885e-10 -2.8589569 -2.9725055
138360 8.90067211241795e-10 8.23293441520439e-10 -2.8601496 -2.9737641
138420 8.89348260757882e-10 8.22615926240323e-10 -2.8613424 -2.9750228
138480 8.88905476229913e-10 8.22065352351285e-10 -2.8625351 -2.9762814
138540 8.8818755448945e-10 8.21388944164039e-10 -2.8637278 -2.97754
138600 8.87194642163618e-10 8.20587008346308e-10 -2.8649205 -2.9787986
138660 8.86478021380872e-10 8.19912058304232e-10 -2.8661131 -2.9800572
138720 8.86037543347499e-10 8.19363897931957e-10 -2.8673058 -2.9813157
138780 8.85322209582622e-10 8.18690271715334e-10 -2.8684984 -2.9825743
138840 8.84332430274954e-10 8.17891261944485e-10 -2.869691 -2.9838328
138900 8.83618653455592e-10 8.17218751816317e-10 -2.8708836 -2.9850913
138960 8.82905846843556e-10 8.16421097630112e-10 -2.8720761 -2.9863498
139020 8.82193485321148e-10 8.15750144901541e-10 -2.8732687 -2.9876083
139080 8.81756178570344e-10 8.15331183161572e-10 -2.8744612 -2.9888668
139140 8.81045092549958e-10 8.14661257425452e-10 -2.8756537 -2.9901252
139200 8.80060373501196e-10 8.1374086471374e-10 -2.8768461 -2.9913837
139260 8.79350570829154e-10 8.13072441967954e-10 -2.8780386 -2.9926421
139320 8.78641470886112e-10 8.12530153119791e-10 -2.879231 -2.9939005
139380 8.77933072632032e-10 8.11737541594585e-10 -2.8804234 -2.9951589
139440 8.7722537502438e-10 8.11070952380843e-10 -2.8816158 -2.9964173
139500 8.76518377024201e-10 8.10530301764686e-10 -2.8828082 -2.9976757
139560 8.76085083338234e-10 8.09865012975243e-10 -2.8840005 -2.998934
139620 8.75379088624373e-10 8.09200404952401e-10 -2.8851928 -3.0001924
139680 8.74400796900142e-10 8.08411413002956e-10 -2.8863851 -3.0014507
139740 8.7369581557976e-10 8.07748227300698e-10 -2.8875774 -3.002709
139800 8.72992044975714e-10 8.07085501371733e-10 -2.8887696 -3.0039673
139860 8.72289482053803e-10 8.06423235047686e-10 -2.8899619 -3.0052255
139920 8.71586841450551e-10 8.05761753990361e-10 -2.8911541 -3.0064838
139980 8.70884637412134e-10 8.05101056731225e-10 -2.8923463 -3.007742
140040 8.70183637315741e-10 8.04440925161493e-10 -2.8935385 -3.0090003
140100 8.69483582673515e-10 8.03781358678129e-10 -2.8947306 -3.0102585
140160 8.69055625844918e-10 8.03247018451593e-10 -2.8959227 -3.0115167
140220 8.68084263257974e-10 8.02464134367433e-10 -2.8971148 -3.0127749
140280 8.67385763189201e-10 8.0180647477199e-10 -2.8983069 -3.014033
140340 8.66959214261829e-10 8.0127395600349e-10 -2.899499 -3.0152912
140400 8.65990314161335e-10 8.00493271220466e-10 -2.900691 -3.0165493
140460 8.65293617980746e-10 7.99713273342199e-10 -2.901883 -3.0178074
140520 8.64597606012189e-10 7.99058135394279e-10 -2.9030751 -3.0190656
140580 8.63902530081845e-10 7.98527774233646e-10 -2.904267 -3.0203236
140640 8.63207883186805e-10 7.97874011414515e-10 -2.905459 -3.0215817
140700 8.62513917484951e-10 7.97096714448312e-10 -2.9066509 -3.0228398
140760 8.61820631977774e-10 7.96444021868602e-10 -2.9078428 -3.0240978
140820 8.61127774136407e-10 7.95915957107969e-10 -2.9090347 -3.0253559
140880 8.60435595140025e-10 7.95264525884681e-10 -2.9102266 -3.0266139
140940 8.59744093994439e-10 7.94489916148554e-10 -2.9114185 -3.0278719
141000 8.59053520257868e-10 7.93839762198113e-10 -2.9126103 -3.0291299
141060 8.58363621733203e-10 7.9331387482672e-10 -2.9138021 -3.0303878
141120 8.57943691232227e-10 7.9278852017411e-10 -2.9149939 -3.0316458
141180 8.56984598445904e-10 7.91893355549063e-10 -2.9161857 -3.0329037
141240 8.5629622271811e-10 7.91245936659675e-10 -2.9173774 -3.0341617
141300 8.55878166706436e-10 7.90722214046786e-10 -2.9185691 -3.0354196
141360 8.54921985163692e-10 7.8995232555131e-10 -2.9197608 -3.0366775
141420 8.542358717883e-10 7.8942989143527e-10 -2.9209525 -3.0379353
141480 8.53550179396461e-10 7.88784709501376e-10 -2.9221442 -3.0391932
141540 8.52864907969766e-10 7.88016861188185e-10 -2.9233358 -3.0404511
141600 8.52180304825338e-10 7.87372939238306e-10 -2.9245275 -3.0417089
141660 8.51496616009476e-10 7.86729667128312e-10 -2.925719 -3.0429667
141720 8.50813592886827e-10 7.86086939515253e-10 -2.9269106 -3.0442245
141780 8.50130741720132e-10 7.85444860051182e-10 -2.9281022 -3.0454823
141840 8.49717020399107e-10 7.84926121879518e-10 -2.9292937 -3.0467401
141900 8.49036104924674e-10 7.84285066137432e-10 -2.9304852 -3.0479978
141960 8.48087647069728e-10 7.83521981730482e-10 -2.9316767 -3.0492556
142020 8.47407693396837e-10 7.82882278430112e-10 -2.9328682 -3.0505133
142080 8.46728155445233e-10 7.82243218943866e-10 -2.9340597 -3.051771
142140 8.46049033198193e-10 7.81727291693019e-10 -2.9352511 -3.0530287
142200 8.45370814979664e-10 7.80967027536055e-10 -2.9364425 -3.0542864
142260 8.44693498886099e-10 7.80329790550465e-10 -2.9376339 -3.0555441
142320 8.44283774341883e-10 7.7981539558818e-10 -2.9388253 -3.0568017
142380 8.43607154900435e-10 7.79057030548451e-10 -2.9400166 -3.0580594
142440 8.42664515216183e-10 7.7842150614655e-10 -2.9412079 -3.059317
142500 8.41989578779643e-10 7.77786517030757e-10 -2.9423992 -3.0605746
142560 8.41581714416461e-10 7.77274326947847e-10 -2.9435905 -3.0618322
142620 8.40907713243733e-10 7.76640652209777e-10 -2.9447818 -3.0630898
142680 8.39967961640032e-10 7.75885471084928e-10 -2.945973 -3.0643474
142740 8.3929539307581e-10 7.75252922753723e-10 -2.9471643 -3.0656049
142800 8.3862347484328e-10 7.74621109954537e-10 -2.9483555 -3.0668624
142860 8.37952446740153e-10 7.73989827782634e-10 -2.9495466 -3.06812
142920 8.37547714200183e-10 7.73480870359328e-10 -2.9507378 -3.0693775
142980 8.36877132240518e-10 7.7285078982543e-10 -2.9519289 -3.070635
143040 8.35941806766799e-10 7.72099565061533e-10 -2.9531201 -3.0718924
143100 8.35272887193014e-10 7.71470601882243e-10 -2.9543112 -3.0731499
143160 8.34869988009956e-10 7.70963717037292e-10 -2.9555022 -3.0744073
143220 8.34202469160986e-10 7.70335747233563e-10 -2.9566933 -3.0756648
143280 8.33535354608036e-10 7.69587076049418e-10 -2.9578843 -3.0769222
143340 8.32868644339673e-10 7.69081788962546e-10 -2.9590753 -3.0781796
143400 8.31937712433495e-10 7.68334590816051e-10 -2.9602663 -3.079437
143460 8.31272651091077e-10 7.6758813762037e-10 -2.9614573 -3.0806943
143520 8.30873076119435e-10 7.6720558820068e-10 -2.9626483 -3.0819517
143580 8.30209165827111e-10 7.66581166655386e-10 -2.9638392 -3.083209
143640 8.29545656717374e-10 7.65957267145596e-10 -2.9650301 -3.0844664
143700 8.28882548778415e-10 7.65334188943178e-10 -2.966221 -3.0857237
143760 8.28219842002159e-10 7.64711930335711e-10 -2.9674118 -3.086981
143820 8.27558008235123e-10 7.64090090914903e-10 -2.9686027 -3.0882383
143880 8.26897045654005e-10 7.63468570999712e-10 -2.9697935 -3.0894955
143940 8.2623671711457e-10 7.62847669083297e-10 -2.9709843 -3.0907528
144000 8.25313192553148e-10 7.61986272295404e-10 -2.9721751 -3.09201
144060 8.24917254325684e-10 7.61607814708015e-10 -2.9733659 -3.0932672
144120 8.24258354488989e-10 7.60988761133078e-10 -2.9745566 -3.0945244
144180 8.23600086249989e-10 7.60249895792652e-10 -2.9757473 -3.0957816
144240 8.23205771621477e-10 7.59872664842267e-10 -2.976938 -3.0970388
144300 8.22285907998908e-10 7.59134888150937e-10 -2.9781287 -3.098296
144360 8.21629528521899e-10 7.58518188401971e-10 -2.9793194 -3.0995531
144420 8.20974009956849e-10 7.57902099588042e-10 -2.98051 -3.1008102
144480 8.20319117877943e-10 7.57286522552779e-10 -2.9817007 -3.1020674
144540 8.19664619045892e-10 7.56671358655163e-10 -2.9828913 -3.1033245
144600 8.19010745497241e-10 7.56056803744025e-10 -2.9840818 -3.1045816
144660 8.18357264588358e-10 7.55442954781161e-10 -2.9852724 -3.1058386
